|trigger_num|name       |t90     |t90_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|
|      07854|GRB 991113 |  61.440|    0.680|          |               |          |               |
|      07247|GRB 981203-| 180.736|    4.290|4.3080e-06|     4.7716e-08|2.0801e-05|     1.3749e-07|
|      06273|GRB 970616-|  48.640|    5.159|6.9405e-07|     4.9852e-08|1.5405e-06|     1.3900e-07|
|      07023|GRB 980827 |        |         |          |               |          |               |
|      06343|GRB 970824-|   0.612|    0.407|2.8075e-09|     3.4813e-09|2.9752e-08|     1.2922e-08|
|      00809|4B 910919  |   1.280|    1.421|4.8678e-08|     3.1092e-09|1.7601e-07|     9.1991e-09|
|      00834|4B 910928- |   1.088|    0.547|3.2218e-09|     1.2399e-08|5.2752e-08|     2.8096e-08|
|      06241|GRB 970525 |   8.768|    3.139|2.2824e-07|     1.4065e-08|4.9291e-07|     3.5000e-08|
|      01683|4B 920701  |   3.904|    0.466|8.4865e-07|     1.2966e-08|2.9251e-06|     3.3224e-08|
|      02610|4B 931030- |  48.704|    4.608|1.6606e-07|     1.6888e-08|6.9813e-07|     4.9285e-08|
|      03167|4B 940913  |   3.872|    1.094|1.5271e-07|     1.7830e-08|2.3788e-07|     5.0442e-08|
|      01717|4B 920721- |  14.656|    0.870|7.4447e-07|     1.5172e-08|2.2617e-06|     4.1587e-08|
|      06903|GRB 980706-| 211.392|    1.319|1.2173e-06|     5.6604e-08|1.9522e-06|     1.6283e-07|
|      03259|4B 941026- |  48.448|    1.669|1.1950e-06|     2.5528e-08|4.3248e-06|     7.2092e-08|
|      04251|4B 960106  |  13.344|    7.018|1.9492e-07|     1.9299e-08|8.0318e-08|     4.4013e-08|
|      07925|GRB 991229-|        |         |          |               |          |               |
|      06916|GRB 980711 |   0.960|    0.202|3.1603e-08|     4.1868e-09|1.8261e-07|     1.1709e-08|
|      03464|4B 950310  |        |         |2.7425e-06|     5.4165e-08|9.3926e-06|     1.4286e-07|
|      02047|4B 921110- |  41.088|    2.064|3.1679e-07|     1.7672e-08|7.6051e-07|     4.6077e-08|
|      06119|GRB 970312 |  15.104|    1.729|1.6893e-07|     3.2943e-08|8.3538e-07|     1.0052e-07|
|      03765|4B 950818  |  72.576|    1.346|6.2625e-06|     3.6413e-08|1.9215e-05|     9.5415e-08|
|      01546|4B 920408- |  21.632|    1.026|2.1677e-08|     9.6533e-09|2.4596e-07|     2.5075e-08|
|      01611|4B 920518  |  35.264|    3.795|7.0163e-08|     1.3614e-08|2.4612e-07|     3.0548e-08|
|      01730|4B 920730- |  31.040|    3.326|3.3065e-07|     1.7147e-08|8.6987e-07|     4.5419e-08|
|      02571|4B 931008- |        |         |3.0479e-06|     3.9715e-08|1.2425e-05|     1.0856e-07|
|      02373|4B 930605- |  52.512|    2.807|3.5503e-07|     2.0991e-08|7.0433e-07|     5.1971e-08|
|      01540|4B 920405  |  55.424|    2.262|5.4623e-07|     1.8873e-08|1.2675e-06|     4.6703e-08|
|      02112|4B 921230- | 208.128|    3.138|4.0747e-07|     3.0133e-08|4.9690e-07|     7.9238e-08|
|      02994|4B 940526- |  48.576|    3.905|3.1506e-06|     4.0354e-08|1.9707e-05|     1.1265e-07|
|      01071|4B 911117- |        |         |1.1036e-06|     4.1635e-08|2.2782e-06|     1.1739e-07|
|      02530|4B 930914  | 194.880|    0.516|5.0056e-06|     4.7114e-08|9.9589e-06|     1.0847e-07|
|      06151|GRB 970402-|  11.840|    2.273|1.0714e-07|     1.5012e-08|3.3203e-07|     3.7783e-08|
|      07497|GRB 990330-|  32.448|    2.000|1.2194e-06|     2.5506e-08|2.6207e-06|     7.3004e-08|
|      07626|GRB 990701-|   0.384|    0.143|2.7233e-08|     4.0749e-09|1.3106e-07|     1.2969e-08|
|      06168|GRB 970411 |  58.880|    1.382|5.3284e-06|     3.5204e-08|2.4864e-05|     1.0616e-07|
|      02360|4B 930530- |   0.568|    0.193|2.5414e-08|     2.7473e-09|7.7862e-08|     7.5938e-09|
|      05667|GRB 961111-|  33.216|    4.409|5.4427e-07|     2.9900e-08|1.1069e-06|     8.8912e-08|
|      07923|GRB 991228-|  16.960|    0.516|2.7771e-07|     1.5195e-08|3.2054e-07|     3.5708e-08|
|      05711|GRB 961212 |   2.240|    0.326|9.5658e-07|     1.1347e-08|4.3282e-06|     3.3553e-08|
|      07936|GRB 000107-|  39.424|    3.585|1.1490e-07|     1.9571e-08|5.1959e-07|     5.6771e-08|
|      05521|4B 960626  |        |         |          |               |          |               |
|      06538|GRB 971219 |  26.624|    2.405|4.4205e-07|     2.6377e-08|1.0260e-06|     7.7188e-08|
|      07599|GRB 990605 |   6.336|    3.908|3.6482e-08|     5.0867e-09|2.1717e-07|     1.4625e-08|
|      06619|GRB 980301-|  35.968|    2.881|9.6239e-07|     2.6946e-08|2.7506e-06|     9.4405e-08|
|      06698|GRB 980421-| 100.928|   13.377|1.0119e-07|     1.5312e-08|9.4112e-07|     4.4399e-08|
|      00999|4B 911104  |   6.656|    0.528|7.1297e-07|     1.8981e-08|2.6165e-06|     4.3362e-08|
|      03212|4B 941003- |  83.424|    2.521|1.5310e-06|     3.7025e-08|3.7553e-06|     9.2984e-08|
|      06554|GRB 980101 |  10.368|    0.202|3.7524e-07|     1.1750e-08|4.6282e-07|     2.8282e-08|
|      02202|4B 930219- |  17.024|    2.146|2.1523e-07|     1.5945e-08|1.0608e-07|     4.2855e-08|
|      00469|4B 910630  |  15.424|    1.286|6.2964e-07|     1.8639e-08|2.6730e-06|     3.7598e-08|
|      05450|4B 960428  | 172.160|    1.903|1.1073e-06|     4.1421e-08|4.6254e-06|     1.1502e-07|
|      02361|4B 930530- |        |         |          |               |          |               |
|      06938|GRB 980722 | 104.256|    8.693|4.2531e-07|     1.7217e-08|5.7064e-07|     4.2522e-08|
|      03283|4B 941114  |  45.824|    1.409|4.5495e-07|     1.4549e-08|1.0779e-06|     3.7523e-08|
|      06631|GRB 980308 |   7.168|    1.243|1.3788e-07|     1.2869e-08|2.8943e-07|     3.4543e-08|
|      06100|GRB 970223 |  16.256|    0.326|3.5492e-06|     2.2494e-08|1.5624e-05|     7.0573e-08|
|      05539|4B 960715- |  77.824|   26.693|4.5104e-07|     2.9563e-08|8.3826e-07|     9.2341e-08|
|      07968|GRB 000126-|  50.752|    5.018|4.1805e-07|     2.1361e-08|6.4270e-07|     5.8081e-08|
|      07665|GRB 990722-|        |         |          |               |          |               |
|      07987|GRB 000212 |   8.320|    1.382|4.5328e-07|     1.1527e-08|2.1698e-06|     3.7946e-08|
|      02380|4B 930607  |  81.984|    2.263|6.5001e-07|     2.6705e-08|2.9055e-06|     6.6638e-08|
|      03742|4B 950806- |   0.448|    0.091|6.0217e-09|     3.6003e-09|1.0111e-07|     1.1464e-08|
|      06581|GRB 980125-|        |         |6.0971e-06|     5.0034e-08|1.6311e-05|     1.5922e-07|
|      03066|4B 940708- |   0.176|    0.018|1.2579e-08|     1.7266e-09|6.8299e-08|     5.0705e-09|
|      07735|GRB 990824-|        |         |1.1631e-08|     3.5564e-09|2.6127e-08|     1.0961e-08|
|      05495|4B 960613- |  26.272|   14.500|4.9256e-07|     2.7848e-08|1.3022e-06|     6.7039e-08|
|      06156|GRB 970404-|        |         |          |               |          |               |
|      02388|4B 930612- |        |         |          |               |          |               |
|      05452|4B 960505  |        |         |5.9666e-07|     5.4551e-08|1.8476e-06|     1.6303e-07|
|      02851|4B 940227  |   2.368|    0.373|5.7486e-08|     1.5746e-08|2.2199e-07|     4.1874e-08|
|      06319|GRB 970725-|  33.024|    6.080|3.0821e-07|     2.1507e-08|5.1760e-07|     6.0034e-08|
|      01993|4B 921021  |  30.464|    1.866|8.0599e-07|     2.1034e-08|7.0603e-07|     4.3263e-08|
|      06167|GRB 970409 |  61.696|    2.290|2.2962e-06|     4.8354e-08|2.8936e-06|     1.1721e-07|
|      06516|GRB 971201 |        |         |          |               |          |               |
|      06828|GRB 980616 |        |         |          |               |          |               |
|      08047|GRB 000321 |   0.892|    0.031|2.9638e-08|     5.2285e-09|2.3999e-07|     1.5271e-08|
|      03370|4B 950120  |  38.432|    7.232|1.6291e-07|     1.9400e-08|4.4630e-07|     4.8525e-08|
|      03647|4B 950624- |        |         |6.3378e-07|     2.9416e-08|1.2956e-06|     8.1799e-08|
|      07989|GRB 000217-|  30.566|    2.944|3.8899e-07|     2.2023e-08|1.1578e-06|     5.6768e-08|
|      07592|GRB 990531 |        |         |          |               |          |               |
|      03136|4B 940823- |  19.552|    7.633|4.8181e-08|     2.5065e-08|3.2245e-07|     6.4695e-08|
|      05983|GRB 970131 |  13.312|    1.218|1.6251e-07|     1.4906e-08|4.5877e-07|     4.2474e-08|
|      05721|GRB 961223 |  41.408|    2.305|6.8960e-07|     2.8190e-08|2.4734e-06|     6.9217e-08|
|      07147|GRB 981009-|  22.464|    0.792|7.7996e-07|     2.5339e-08|1.2700e-06|     6.5282e-08|
|      06337|GRB 970817-|  64.576|    4.868|9.3521e-07|     4.0979e-08|3.4289e-06|     1.3238e-07|
|      07529|GRB 990424-|   7.424|    1.243|4.7968e-07|     1.1791e-08|1.3941e-06|     3.0612e-08|
|      06345|GRB 970824-|  16.896|    1.208|1.1244e-07|     1.0191e-08|2.4569e-07|     2.6090e-08|
|      00936|4B 911025- |   1.438|    0.065|6.7313e-08|     6.8361e-09|2.9985e-07|     2.3411e-08|
|      07855|GRB 991114 |        |         |1.9789e-08|     5.0122e-09|1.3905e-07|     1.5158e-08|
|      05697|GRB 961126 |   2.624|    0.143|1.0934e-06|     1.2289e-08|8.9373e-07|     2.4467e-08|
|      01719|4B 920722  |   1.047|    0.161|2.8183e-08|     1.0263e-08|4.0790e-07|     2.7417e-08|
|      07781|GRB 991001 |  16.043|    0.960|3.6081e-07|     8.0286e-09|5.9831e-07|     1.8078e-08|
|      02519|4B 930909  |  90.240|    2.755|1.3508e-06|     3.6325e-08|2.6402e-06|     9.6663e-08|
|      01711|4B 920720- |   5.952|    0.143|1.8543e-06|     1.7862e-08|9.7157e-06|     5.1875e-08|
|      01118|4B 911124  |        |         |4.1939e-07|     2.4576e-08|1.5814e-06|     7.7614e-08|
|      05568|4B 960808  |   5.184|    0.143|8.6454e-07|     1.2861e-08|6.7137e-06|     4.2446e-08|
|      06260|GRB 970609-|        |         |          |               |          |               |
|      03909|4B 951117- |  18.304|    1.180|4.6883e-07|     1.4673e-08|7.9001e-07|     3.5498e-08|
|      05552|4B 960725  |        |         |          |               |          |               |
|      06812|GRB 980609-|        |         |          |               |          |               |
|      03815|4B 950922- |   6.784|   15.489|3.2578e-07|     1.0448e-08|3.8863e-07|     2.3943e-08|
|      02505|4B 930828  |  65.056|    4.971|4.9748e-07|     3.7509e-08|1.4256e-06|     8.5532e-08|
|      02117|4B 930104- |   0.640|    0.286|1.3331e-08|     6.8483e-09|1.0601e-07|     1.6151e-08|
|      01624|4B 920525- | 101.824|    0.500|          |               |          |               |
|      05558|4B 960731- |        |         |          |               |          |               |
|      02476|4B 930731- |  31.680|    0.500|2.6561e-06|     2.7525e-08|3.7981e-06|     6.2868e-08|
|      01097|4B 911120- |   0.794|    0.467|1.6448e-08|     3.0222e-09|4.6415e-08|     8.3885e-09|
|      06178|GRB 970414-|   0.960|    0.143|1.4596e-08|     4.3350e-09|1.1499e-07|     1.3818e-08|
|      02367|4B 930602- |  18.816|    0.643|2.0218e-07|     1.4666e-08|5.2910e-07|     4.1177e-08|
|      07764|GRB 990914 |        |         |          |               |          |               |
|      03658|4B 950701- |  10.560|    0.202|2.6158e-06|     2.0132e-08|8.4441e-06|     5.3592e-08|
|      06573|GRB 980116 |   0.289|    0.075|1.4615e-08|     3.3975e-09|6.3731e-08|     9.3236e-09|
|      08030|GRB 000312-|  23.872|    0.326|1.4433e-06|     2.3687e-08|3.5997e-06|     6.5998e-08|
|      03807|4B 950919- |   5.696|    0.994|9.3758e-08|     9.3767e-09|4.3219e-07|     2.4208e-08|
|      03485|4B 950327- | 114.464|    4.346|1.7810e-06|     5.6675e-08|2.7391e-06|     1.2786e-07|
|      07598|GRB 990604-|  23.424|    3.714|1.0699e-06|     1.8594e-08|2.0450e-06|     4.5435e-08|
|      03867|4B 951014- |   0.939|    0.129|4.2905e-08|     4.3285e-09|2.8301e-07|     1.4175e-08|
|      02716|4B 931229- |        |         |          |               |          |               |
|      05620|GRB 961001-|   0.040|    0.007|8.8016e-09|     2.8763e-09|2.8554e-08|     7.8655e-09|
|      06334|GRB 970814 |  36.800|    5.347|1.3808e-07|     1.9585e-08|5.4341e-07|     5.5832e-08|
|      02676|4B 931204- |        |         |          |               |          |               |
|      00171|4B 910509  |  24.768|    4.401|4.4697e-07|     2.7846e-08|7.8429e-07|     5.1413e-08|
|      07318|GRB 990111-|  14.976|    0.749|1.0175e-06|     2.7280e-08|5.4862e-06|     8.5269e-08|
|      02427|4B 930704- |        |         |          |               |          |               |
|      07485|GRB 990320-|  27.712|    3.057|9.5631e-08|     1.1947e-08|2.8317e-07|     3.0352e-08|
|      02143|4B 930123  |  22.272|    0.516|5.2286e-07|     2.5123e-08|1.8217e-06|     7.1729e-08|
|      00927|4B 911024  |  27.968|    1.243|2.4130e-07|     2.0217e-08|1.5584e-07|     4.1459e-08|
|      07283|GRB 981227 |   0.767|    0.456|2.6099e-08|     4.1687e-09|1.8683e-07|     1.3859e-08|
|      07367|GRB 990202-|   0.890|    0.139|5.7082e-08|     5.9103e-09|9.7379e-08|     1.6275e-08|
|      06082|GRB 970211-|   6.208|    0.272|4.6984e-07|     1.1688e-08|3.6160e-07|     2.7747e-08|
|      06370|GRB 970907-|  40.576|   22.551|2.3814e-08|     4.9511e-09|5.2573e-08|     1.3066e-08|
|      00143|4B 910503  |  50.816|    0.202|7.5901e-06|     4.3080e-08|4.5620e-05|     1.3972e-07|
|      00658|4B 910809- |  20.672|    1.684|5.6758e-07|     2.3401e-08|9.7650e-07|     5.3729e-08|
|      03595|4B 950523- |        |         |          |               |          |               |
|      05571|4B 960812  |   8.064|    1.282|9.8081e-08|     6.4271e-09|3.2441e-07|     1.8993e-08|
|      02843|4B 940222  |  11.136|    1.032|1.9941e-07|     1.8851e-08|1.0635e-06|     5.4187e-08|
|      08057|GRB 000330-|        |         |          |               |          |               |
|      06344|GRB 970824-|  67.776|    1.358|1.2522e-06|     3.1745e-08|2.7626e-06|     9.1608e-08|
|      05471|4B 960524- |   1.758|    0.023|5.4876e-08|     5.7192e-09|7.5339e-07|     1.8363e-08|
|      02773|4B 940119- |        |         |          |               |          |               |
|      01628|4B 920526  |  36.608|    1.336|1.0770e-06|     2.0156e-08|2.3789e-06|     5.0319e-08|
|      07293|GRB 990102-|  47.872|    2.881|1.8835e-06|     3.8780e-08|6.3503e-06|     1.0161e-07|
|      07236|GRB 981128 |        |         |2.6561e-06|     4.0443e-08|7.9380e-06|     1.1162e-07|
|      02364|4B 930601- |        |         |          |               |          |               |
|      03857|4B 951010  |        |         |          |               |          |               |
|      07714|GRB 990817 |        |         |          |               |          |               |
|      02043|4B 921108  |   0.512|    0.143|1.4572e-08|     2.8790e-09|3.2410e-08|     7.3094e-09|
|      06665|GRB 980329-|  18.560|    0.264|6.6495e-06|     3.2794e-08|2.5560e-05|     9.5696e-08|
|      02621|4B 931109  |        |         |          |               |          |               |
|      07952|GRB 000114-|   0.579|    0.035|1.6842e-08|     3.5761e-09|9.5000e-08|     9.9703e-09|
|      07811|GRB 991019-|        |         |1.1423e-08|     3.5299e-09|2.2530e-08|     9.7823e-09|
|      03337|4B 941230- |        |         |2.8933e-07|     1.6234e-08|5.6254e-07|     5.0562e-08|
|      03814|4B 950922- |   3.234|    1.425|1.1649e-07|     7.5651e-09|2.0541e-07|     1.8895e-08|
|      03764|4B 950817  |        |         |          |               |          |               |
|      03901|4B 951107- |  43.520|    5.961|3.5542e-07|     2.3659e-08|6.3586e-07|     6.7310e-08|
|      00836|4B 910929  |   0.320|    0.091|8.5562e-09|     3.5287e-09|2.9020e-08|     7.5106e-09|
|      06140|GRB 970327-|        |         |          |               |          |               |
|      06279|GRB 970627-|  32.512|    2.947|8.9549e-07|     2.0840e-08|1.0175e-06|     5.5706e-08|
|      03334|4B 941229- |        |         |          |               |          |               |
|      02916|4B 940407- |  10.144|    1.145|2.7925e-07|     2.5382e-08|6.5158e-07|     6.7737e-08|
|      02728|4B 940101- |   2.029|    0.064|1.2155e-07|     1.7399e-08|1.0019e-06|     4.7519e-08|
|      05590|GRB 960831-|  43.904|    5.724|8.0463e-07|     3.3276e-08|1.1575e-06|     7.9602e-08|
|      06385|GRB 970918-|   0.896|    0.264|2.5195e-08|     3.4207e-09|1.2927e-07|     1.0453e-08|
|      02438|4B 930710  |  18.400|    1.280|7.0678e-07|     2.4621e-08|1.0169e-06|     5.9111e-08|
|      02343|4B 930516  |        |         |          |               |          |               |
|      05560|4B 960803- |   0.490|    0.068|9.8530e-09|     3.1949e-09|7.2663e-08|     9.8989e-09|
|      02699|4B 931220  |        |         |          |               |          |               |
|      06400|GRB 970926-|  14.080|    0.707|2.6587e-07|     1.3151e-08|7.4721e-07|     3.4979e-08|
|      07858|GRB 991115 |  79.040|    5.505|1.1205e-06|     1.7758e-08|1.9934e-06|     5.0523e-08|
|      07688|GRB 990802-| 154.432|    2.463|6.3860e-06|     9.8529e-08|2.5831e-05|     2.9226e-07|
|      00878|4B 911007  |   0.384|    0.143|7.5625e-09|     3.5753e-09|9.5374e-08|     9.4977e-09|
|      07887|GRB 991130 |        |         |          |               |          |               |
|      02382|4B 930608- |   1.920|    0.528|5.3604e-08|     1.4926e-08|2.8549e-08|     4.2424e-08|
|      01617|4B 920521  |        |         |          |               |          |               |
|      05446|4B 960425- |        |         |1.6190e-06|     9.0044e-08|3.5793e-06|     2.6581e-07|
|      01545|4B 920408- |        |         |          |               |          |               |
|      02861|4B 940305- |   1.599|    0.072|1.0867e-07|     1.7080e-08|2.8953e-07|     5.2240e-08|
|      08019|GRB 000306-|  51.200|    2.120|9.4233e-07|     3.7381e-08|1.5541e-06|     1.0082e-07|
|      06427|GRB 971012 |   2.944|    1.346|1.7997e-08|     3.6136e-09|7.9318e-08|     1.1096e-08|
|      05467|4B 960521- |   2.970|    0.066|7.0001e-08|     7.3845e-09|5.5039e-07|     2.2291e-08|
|      05723|GRB 961224-|  39.936|    1.690|4.0699e-07|     4.0034e-08|5.2552e-07|     1.0451e-07|
|      02156|4B 930201- | 154.432|    0.345|1.3887e-05|     5.6169e-08|5.9562e-05|     1.5604e-07|
|      02335|4B 930511  |        |         |          |               |          |               |
|      02706|4B 931223  |  21.760|    1.159|8.5958e-07|     1.9991e-08|2.7548e-06|     5.4610e-08|
|      05710|GRB 961211-|        |         |          |               |          |               |
|      07541|GRB 990502 |        |         |          |               |          |               |
|      02589|4B 931016- |  55.968|    1.448|1.8427e-07|     2.4835e-08|3.1342e-07|     6.2090e-08|
|      02961|4B 940504  |  88.640|    2.525|5.2989e-07|     3.7270e-08|2.4983e-06|     9.1264e-08|
|      03174|4B 940919  |  20.128|    1.361|5.7916e-07|     3.2376e-08|8.1413e-07|     8.8656e-08|
|      02696|4B 931218  |  45.568|    0.410|1.9289e-06|     3.3006e-08|3.7026e-06|     8.8092e-08|
|      02315|4B 930424  |  19.328|    0.231|1.1162e-06|     2.6456e-08|3.5077e-06|     6.7543e-08|
|      06479|GRB 971115-|        |         |7.6568e-07|     3.8918e-08|2.9981e-06|     1.1292e-07|
|      07111|GRB 980922-|        |         |1.3778e-06|     8.1127e-08|1.5873e-06|     2.1038e-07|
|      01989|4B 921015  | 272.448|    1.243|4.1073e-06|     5.6718e-08|9.9394e-06|     1.6046e-07|
|      06142|GRB 970328-|        |         |          |               |          |               |
|      05644|GRB 961026-|  16.064|    0.453|9.2222e-07|     1.9933e-08|3.0843e-06|     5.4862e-08|
|      05417|4B 960409- |  16.064|    2.113|1.0452e-06|     1.2860e-08|3.3306e-06|     3.5204e-08|
|      05573|4B 960813- |   7.808|    6.987|4.6967e-08|     9.3021e-09|1.4970e-07|     2.5959e-08|
|      06212|GRB 970427-|        |         |2.8725e-07|     4.0479e-08|4.5638e-07|     1.1149e-07|
|      01580|4B 920503- |  38.848|    4.228|4.1081e-07|     1.6791e-08|1.4045e-06|     4.1967e-08|
|      06152|GRB 970402-|  34.240|   10.497|3.6096e-07|     2.2422e-08|1.1148e-06|     6.4649e-08|
|      05469|4B 960523- |   1.504|    0.051|5.8592e-08|     5.2267e-09|3.1911e-07|     1.5407e-08|
|      06280|GRB 970627-|  72.384|    3.548|1.9532e-06|     3.4726e-08|5.2349e-06|     1.0288e-07|
|      07343|GRB 990123-|  63.360|    0.264|1.4800e-05|     5.0036e-08|8.7229e-05|     1.6176e-07|
|      06640|GRB 980313-|        |         |3.9352e-08|     4.0055e-09|2.4913e-07|     1.1795e-08|
|      07219|GRB 981121 |  53.952|    1.319|1.6897e-06|     3.5057e-08|5.3190e-06|     8.7374e-08|
|      07561|GRB 990511 |        |         |          |               |          |               |
|      03585|4B 950519  |        |         |          |               |          |               |
|      05416|4B 960409- |  23.232|    1.866|5.5307e-07|     1.8287e-08|1.4403e-06|     4.8908e-08|
|      07903|GRB 991213 |  24.256|    7.296|1.6791e-07|     1.1539e-08|4.6964e-07|     3.2057e-08|
|      02487|4B 930811  |   0.336|    0.069|1.0229e-08|     3.2249e-09|1.1230e-07|     9.0902e-09|
|      03594|4B 950523- |  67.296|    3.789|          |               |          |               |
|      03897|4B 951105  |        |         |          |               |          |               |
|      02295|4B 930409- |        |         |          |               |          |               |
|      05551|4B 960723  |  60.384|    2.817|1.1738e-06|     4.0231e-08|2.8151e-06|     9.8732e-08|
|      07705|GRB 990809 |  15.744|    5.485|9.6364e-08|     9.4116e-09|2.6050e-07|     2.4880e-08|
|      03131|4B 940821- |  48.352|    1.280|1.5986e-06|     3.9578e-08|1.0333e-06|     9.4608e-08|
|      01469|4B 920308- |        |         |3.3376e-07|     1.6537e-08|8.6293e-07|     4.0548e-08|
|      06266|GRB 970612-|  37.568|    0.590|2.3249e-06|     2.8406e-08|1.0536e-05|     8.6418e-08|
|      03016|4B 940605  |  10.304|    1.391|0.0000e+00|     2.6775e-08|3.6498e-07|     7.8641e-08|
|      01244|4B 911228  |  57.280|    8.772|7.2667e-07|     2.6366e-08|9.6071e-07|     8.5137e-08|
|      07940|GRB 000108-|        |         |          |               |          |               |
|      07250|GRB 981205 | 106.560|    4.783|3.7907e-06|     6.5764e-08|6.8674e-06|     1.7928e-07|
|      00711|4B 910822  |   2.432|    0.832|8.8680e-08|     1.6926e-08|0.0000e+00|     2.9607e-08|
|      03489|4B 950401- |  33.056|    3.360|4.0428e-06|     4.6816e-08|1.7017e-05|     1.2333e-07|
|      03041|4B 940623- |        |         |          |               |          |               |
|      06240|GRB 970523-|        |         |2.0531e-06|     1.0268e-07|7.0371e-06|     2.6453e-07|
|      03440|4B 950225- |        |         |1.7068e-06|     5.1707e-08|2.2007e-06|     1.3429e-07|
|      00235|4B 910528  |  26.432|    3.057|2.1635e-07|     1.8120e-08|9.7628e-07|     6.5089e-08|
|      05496|4B 960614  |   0.056|    0.009|          |               |          |               |
|      05500|4B 960616- |   0.136|    0.164|1.7894e-08|     2.1387e-09|1.5707e-07|     6.6388e-09|
|      07822|GRB 991025 |  26.304|    2.347|1.5934e-06|     3.2280e-08|3.1292e-06|     7.9930e-08|
|      07142|GRB 981005 |   0.969|    0.064|9.4132e-08|     4.8029e-09|9.2009e-07|     1.5017e-08|
|      03155|4B 940904  |   4.928|    2.691|2.6085e-07|     2.2782e-08|9.3309e-07|     7.3376e-08|
|      06618|GRB 980228-|        |         |          |               |          |               |
|      02095|4B 921214  |   0.216|    0.021|1.1714e-09|     1.7547e-09|2.7089e-08|     4.5400e-09|
|      01613|4B 920519- |        |         |          |               |          |               |
|      02528|4B 930913- |  61.920|    3.789|1.9847e-07|     4.3556e-08|3.1555e-07|     1.0019e-07|
|      06886|GRB 980629 |        |         |5.2204e-07|     5.2276e-08|2.6846e-06|     1.5656e-07|
|      00148|4B 910505  | 454.016|    6.147|6.4312e-07|     1.4973e-08|8.1738e-07|     3.7501e-08|
|      07942|GRB 000110 |  34.048|    4.731|1.9379e-07|     1.9061e-08|3.4478e-07|     5.7875e-08|
|      07655|GRB 990715-|        |         |          |               |          |               |
|      00840|4B 910930- |  76.544|    5.633|1.5791e-07|     1.5957e-08|9.0918e-07|     3.7107e-08|
|      05712|GRB 961213 |        |         |          |               |          |               |
|      03924|4B 951127  |  10.464|    1.590|1.4026e-07|     1.2828e-08|2.3366e-07|     3.2341e-08|
|      07642|GRB 990709-| 103.808|    8.828|8.7131e-07|     7.5124e-08|1.5413e-06|     2.0394e-07|
|      02689|4B 931210  |        |         |          |               |          |               |
|      06215|GRB 970430 |   0.640|    0.264|1.3882e-08|     3.2081e-09|1.1164e-07|     1.0463e-08|
|      03218|4B 941005- |   0.096|    0.011|4.2419e-09|     1.6480e-09|5.2264e-08|     5.2982e-09|
|      06336|GRB 970816 |   6.528|    0.286|1.4283e-06|     1.7479e-08|7.0215e-06|     5.1510e-08|
|      03303|4B 941127  |        |         |1.1882e-06|     2.1464e-08|2.8297e-06|     5.2074e-08|
|      06978|GRB 980808-|        |         |          |               |          |               |
|      01999|4B 921022- |        |         |          |               |          |               |
|      02732|4B 940102  |  24.864|    1.793|          |               |          |               |
|      06786|GRB 980527-|   1.041|    0.150|1.7169e-08|     3.9768e-09|7.6382e-08|     1.3425e-08|
|      00676|4B 910814- |  77.824|    1.175|2.3900e-06|     3.1478e-08|1.2682e-05|     7.7205e-08|
|      02551|4B 931001  |  63.392|    4.331|1.2198e-07|     3.0758e-08|5.5028e-07|     8.0682e-08|
|      06378|GRB 970912-|        |         |          |               |          |               |
|      05619|GRB 960929-|   0.167|    0.044|1.6066e-08|     3.4286e-09|9.3409e-08|     1.0348e-08|
|      01578|4B 920502- |  20.544|    1.168|1.8918e-06|     2.0171e-08|5.6783e-06|     5.0394e-08|
|      03113|4B 940808  |   0.976|    0.023|8.0404e-08|     3.8306e-09|5.0932e-07|     1.2427e-08|
|      06388|GRB 970919-|  20.864|    1.611|3.5717e-07|     1.8984e-08|9.6626e-07|     5.1730e-08|
|      02475|4B 930731- |        |         |          |               |          |               |
|      06577|GRB 980124-|  22.784|    2.563|3.2573e-07|     1.8994e-08|7.8986e-07|     5.8273e-08|
|      03120|4B 940812- |  18.848|    2.319|4.2062e-07|     2.7229e-08|1.0744e-06|     7.7174e-08|
|      02080|4B 921206- |  53.760|    0.653|4.3522e-06|     3.2061e-08|1.3764e-05|     8.8161e-08|
|      07448|GRB 990305-|        |         |2.8537e-08|     6.3803e-09|1.6468e-07|     1.8391e-08|
|      07791|GRB 991006-|        |         |4.0060e-07|     2.8715e-08|4.3244e-07|     7.1542e-08|
|      03790|4B 950911- |        |         |          |               |          |               |
|      03889|4B 951101  |   0.060|    0.006|6.7100e-09|     1.1783e-09|4.8663e-08|     3.8668e-09|
|      02477|4B 930801  |  15.872|    4.482|6.6509e-07|     2.1170e-08|1.5949e-06|     5.2908e-08|
|      07775|GRB 990925-|   3.287|    2.508|7.4422e-08|     5.2993e-09|2.5005e-07|     1.4584e-08|
|      07753|GRB 990905 |   2.512|    0.640|8.8257e-08|     5.4154e-09|4.8091e-07|     1.6160e-08|
|      06589|GRB 980206 |  49.152|    1.694|1.1728e-07|     1.3922e-08|3.6922e-07|     3.2809e-08|
|      03772|4B 950901- |        |         |5.3875e-07|     2.2272e-08|1.5637e-06|     7.1233e-08|
|      02412|4B 930623  |   1.407|    0.346|5.3954e-08|     1.0379e-08|0.0000e+00|     2.2566e-08|
|      07800|GRB 991012 |   0.124|    0.425|7.6424e-09|     3.7303e-09|2.9886e-08|     9.4556e-09|
